SMILES,ID,LNID,WX_inventory,CASRN,MDLNumber,ComputedPrice_1g/$
CC1(C)C(C)(C)OBO1,Compound 212,LN00008800,7413.74g,25015-63-8,MFCD00674030,3
CC1(C)C(C)(C)OBO1,Compound 213,LN00008800,0.23L,25015-63-8,MFCD00674030,3
CCB(O)O,Compound 214,LN00008908,98.02g,4433-63-0,MFCD01074536,3
C1=C(C=CC(=C1)B(O)O)C(=O)N,Compound 215,LN00008916,56.51g,123088-59-5,MFCD03411940,3
C1=CC(=C(C=C1F)F)B(O)O,Compound 216,LN00008923,1180.03g,144025-03-6,MFCD01318998,3
CCCB(O)O,Compound 217,LN00008941,129.39g,17745-45-8,MFCD01074564,3
CC(C)(C)OC(=O)N1C2=CC=CC=C2C=C1B(O)O,Compound 218,LN00008975,4.1g,213318-44-6,MFCD02093045,3
C1=C(C=CC(=C1)N)B(O)O,Compound 219,LN00008997,1.35g,89415-43-0,MFCD01074656,4
C1=COC=C1B(O)O,Compound 220,LN00009098,33.84g,55552-70-0,MFCD01319007,3
CC1(C)C(C)(C)OB(OC)O1,Compound 221,LN00009113,1330.35g,1195-66-0,MFCD03093086,3
C1=CC=C(C=C1)OC2=CC=C(C=C2)B(O)O,Compound 222,LN00009132,206.4g,51067-38-0,MFCD00093312,3
COC1=C(C=C(C=C1)C(F)(F)F)B(O)O,Compound 223,LN00009336,6g,240139-82-6,MFCD04039222,3
C1=CC(=CC(=C1)[N+](=O)[O-])B(O)O,Compound 224,LN00009375,31.3g,13331-27-6,MFCD00007193,3
C1=C(C=O)OC(=C1)B(O)O,Compound 225,LN00009420,13.69g,27329-70-0,MFCD01114696,3
COC(=O)C1=CC=CC=C1B(O)O,Compound 226,LN00009442,34.56g,374538-03-1,MFCD02179452,3
C1=CC=NC(=C1)B(O)O,Compound 227,LN00009486,39.29g,197958-29-5,MFCD00151844,3
C1=CC(=NC=C1B(O)O)Br,Compound 228,LN00009496,35.14g,223463-14-7,MFCD03411558,3
C1=CC2=CC(=CN=C2C=C1)B(O)O,Compound 229,LN00009524,18.23g,191162-39-7,MFCD02183527,3
C1CC1B(O)O,Compound 230,LN00009534,104670g,411235-57-9,MFCD04038750,3
C1=C(C=CC(=C1)[N+](=O)[O-])B(O)O,Compound 231,LN00009603,220.6g,24067-17-2,MFCD00161360,3
COC1=C(C=C(C=C1)Br)B(O)O,Compound 232,LN00009615,23.98g,89694-45-1,MFCD00093409,3
COC1=NC=CC(=C1)B(O)O,Compound 233,LN00009630,88.09g,762262-09-9,MFCD07368877,4
COCC1=CC(=CC=C1)B(O)O,Compound 234,LN00009670,6.4g,142273-84-5,MFCD03412069,19
CC1(C)C(C)(C)OB(C2=CC=C(C=C2)C(=O)O)O1,Compound 235,LN00009681,46.43g,180516-87-4,MFCD01863710,3
C1=CC(=C2C=CNC2=C1)B(O)O,Compound 236,LN00009682,0.88g,220465-43-0,MFCD03095175,28
CC(C)B(O)O,Compound 237,LN00009803,44.9g,80041-89-0,MFCD01319021,3
C1=CC(=C(C=C1C(=O)O)B(O)O)F,Compound 238,LN00009823,8.48g,874219-59-7,MFCD08436065,4
CC1(C)C(C)(C)OB(C2=CC=CN2C)O1,Compound 239,LN00009883,117.3g,850567-47-4,MFCD06659917,13
CC1=NC(=CC=C1B(O)O)F,Compound 240,LN00009901,5.76g,904326-91-6,MFCD03411561,5
C1=CC(=CC(=C1C=O)F)B(O)O,Compound 241,LN00009903,311.65g,248270-25-9,MFCD02093051,3
C=CB1OC(C)(C)C(C)(C)O1,Compound 242,LN00009943,5521.6g,75927-49-0,MFCD00192492,3
C=CB1OC(C)(C)C(C)(C)O1,Compound 243,LN00009943,0.4568L,75927-49-0,MFCD00192492,3
C=CC1=CC=C(C=C1)B(O)O,Compound 244,LN00009968,145.672g,09/04/2156,MFCD00239441,3
C1=CC=C2C(=C1)OBO2,Compound 245,LN00009998,127.29g,274-07-7,MFCD00005846,3
C1=C(C=C(C(=C1Cl)B(O)O)Cl)Cl,Compound 246,LN00010011,7.27g,73852-18-3,MFCD01074621,3
C=C(C)B1OC(C)(C)C(C)(C)O1,Compound 247,LN00010012,773.38g,126726-62-3,MFCD08276843,3
CS(=O)(=O)NC1=CC=CC(=C1)B(O)O,Compound 248,LN00010024,2.02g,148355-75-3,MFCD02179478,5
COC1=CC(=C(C=C1)B(O)O)F,Compound 249,LN00010048,722.338g,162101-31-7,MFCD04039323,3
C1=CC(=CC(=C1)S(=O)(=O)N2CCOCC2)B(O)O,Compound 250,LN00010061,1g,871329-60-1,MFCD07363748,3
C1=CC=C2C(=C1)COB2O,Compound 251,LN00010138,0.24g,5735-41-1,MFCD01075677,3
C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)B(O)O,Compound 252,LN00010145,0.1g,330793-45-8,MFCD04115683,3
C1=CC=C(C=C1)COC2=CC(=C(C=C2)B(O)O)F,Compound 253,LN00010233,13.74g,166744-78-1,MFCD02093064,3
COC(=O)C1=CC=C(B(O)O)S1,Compound 254,LN00010245,23.39g,876189-21-8,MFCD08443761,3
CC1=CC(=CC=C1B(O)O)Cl,Compound 255,LN00010261,20.35g,209919-30-2,MFCD02683107,3
CC1(C)C(C)(C)OB(C2=CC=NN2C)O1,Compound 256,LN00010263,1586.57g,847818-74-0,MFCD05861380,3
C1=CC(=C(C=C1O)Cl)B(O)O,Compound 257,LN00010278,1.2g,766549-26-2,MFCD02684320,3
C1=CC2=C(C=C1B(O)O)OCCO2,Compound 258,LN00010318,33.05g,164014-95-3,MFCD01009696,3
CC1(C)C(C)(C)OB(C2CC2)O1,Compound 259,LN00010344,234.64g,126689-01-8,MFCD05663847,3
C1=CC(=C(C=C1Cl)B(O)O)O,Compound 260,LN00010353,3.82g,89488-25-5,MFCD06659863,4
C1=CC=C2C(=C1)C=C(B(O)O)O2,Compound 261,LN00010410,45.51g,98437-24-2,MFCD00236019,3
C1=CC(=C(C(=C1)B(O)O)F)C#N,Compound 262,LN00010474,8.59g,957121-05-0,MFCD07374984,3
CC1(C)C(C)(C)OB(C2=CN=C3C=CC=CC3=C2)O1,Compound 263,LN00010499,2.15g,171364-85-5,MFCD05155218,3
CCN(CC)C(=O)C1=CC=C(C=C1)B(O)O,Compound 264,LN00010514,5g,389621-80-1,MFCD03411949,3
C1=CN=C(C=C1B(O)O)F,Compound 265,LN00010522,31.51g,401815-98-3,MFCD04112534,3
C1=CC(=CC(=C1C#N)F)B(O)O,Compound 266,LN00010548,826.72g,843663-18-3,MFCD03411549,3
CC(C)(C)OC(=O)N1C=C(C=N1)B2OC(C)(C)C(C)(C)O2,Compound 267,LN00010568,797.66g,552846-17-0,MFCD05663873,3
C1=CC=C(C(=C1)B(O)O)OC(F)(F)F,Compound 268,LN00010669,7.63g,175676-65-0,MFCD01320763,3
COC1=CC(=C(C=C1)B(O)O)Cl,Compound 269,LN00010731,90.75g,219735-99-6,MFCD03411935,3
C1=CC=C(C=C1)CNC(=O)C2=CC=C(C=C2)B(O)O,Compound 270,LN00010744,7g,252663-47-1,MFCD03411953,3
C1=CC(=C(C=C1Br)F)B(O)O,Compound 271,LN00010788,15.18g,216393-64-5,MFCD01318110,3
CC1(C)C(C)(C)OB(C2=C3C=NNC3=CC=C2)O1,Compound 272,LN00010801,8.87g,885618-33-7,MFCD08059267,3
C1=C(C(=O)O)SC(=C1)B(O)O,Compound 273,LN00010837,16.72g,465515-31-5,MFCD02323211,3
CC(C)COB(OCC(C)C)OCC(C)C,Compound 274,LN00010879,274.8g,13195-76-1,MFCD00043935,3
CC1(C)C(C)(C)OB(C2=CC=C(C=C2)N3CCN(C)CC3)O1,Compound 275,LN00010894,6.48g,747413-21-4,MFCD06795650,3
CC1=C(C=CS1)B(O)O,Compound 276,LN00010913,0.236g,177735-10-3,MFCD12032042,42
C1=CSC(=C1B(O)O)Cl,Compound 277,LN00010928,4.404g,177734-82-6,MFCD05662391,3
COC1=C(C(=CC(=C1)B(O)O)OC)OC,Compound 278,LN00010939,7.4g,182163-96-8,MFCD01075676,3
CC1=NN(C)C(=C1)B2OC(C)(C)C(C)(C)O2,Compound 279,LN00010999,243.48g,847818-79-5,MFCD05664574,8
CC1=CC(=CC=C1OC)B(O)O,Compound 280,LN00011315,65.25g,175883-62-2,MFCD02179464,3
C1=CC=C(C(=C1)B(O)O)Br,Compound 281,LN00110141,44.65g,244205-40-1,MFCD01114672,3
C1=C(C=C2C=CNC2=C1)B(O)O,Compound 282,LN00111266,15.51g,144104-59-6,MFCD01319013,3
CC(C)(C)OC(=O)N1CCC(=CB2OC(C)(C)C(C)(C)O2)CC1,Compound 283,LN00111580,11.39g,1425970-61-1,MFCD14706665,3
C1=CC=C(C(=C1)B(O)O)F,Compound 284,LN00111682,1845.04g,09/03/1993,MFCD00674013,3
C1=C(C=CC(=C1)B(O)O)C=O,Compound 285,LN00111683,548.63g,87199-17-5,MFCD00151823,3
C1=CC=C(C(=C1)C=O)B(O)O,Compound 286,LN00111749,22.7g,40138-16-7,MFCD00151822,3
C1=C(B(O)O)SC(=C1)Cl,Compound 287,LN00112197,6.86g,162607-18-3,MFCD00236030,3
CN1CC2=C(C1)C(=CC=C2)B(O)O.Cl,Compound 288,LN00113930,2.12g,,MFCD28390314,700
C1=CC=C(C(=C1)B(O)O)Cl,Compound 289,LN00113962,480.02g,3900-89-8,MFCD00674012,3
CC1=CC(=CC(=C1B2OC(C)(C)C(C)(C)O2)OC)Cl,Compound 290,LN00114357,44.48g,1207961-49-6,MFCD18383892,389
CC1(C)C(C)(C)OB(C2=CC=C(C=C2)OC3=CN=CC=C3)O1,Compound 291,LN00114388,32.529g,1362703-30-7,MFCD28390310,260
COC1=CC=C(C(=C1)C=O)B(O)O,Compound 292,LN00114396,4.57g,139962-95-1,MFCD01319043,4
COC1=C(C(=CC=C1)OC)B(O)O,Compound 293,LN00115264,159.24g,23112-96-1,MFCD01318987,3
C1=C(C=C(C=C1C(F)(F)F)B(O)O)C(F)(F)F,Compound 294,LN00115270,3.9g,73852-19-4,MFCD00051850,3
CC(C)OB(OC(C)C)OC(C)C,Compound 295,LN00115407,12617g,5419-55-6,MFCD00008872,3
C1=CC(=C(C(=C1)F)B(O)O)F,Compound 296,LN00115543,11263.6g,162101-25-9,MFCD00792436,3
C1=CC=C2C(=C1)C=C(B(O)O)S2,Compound 297,LN00115784,22.59g,98437-23-1,MFCD01075674,3
C1=CC(=C(C=C1C(F)(F)F)C(F)(F)F)B(O)O,Compound 298,LN00115866,25.47g,153254-09-2,MFCD01631349,3
COC1=CC=CC(=C1)B(O)O,Compound 299,LN00115895,269.29g,10365-98-7,MFCD00161359,3
COC1=CC=C(C=C1)B(O)O,Compound 300,LN00115930,2642.75g,5720-07-0,MFCD00039139,3
COC1=C(C=C(C=C1)Cl)B(O)O,Compound 301,LN00116055,1123.75g,89694-48-4,MFCD01318966,3
C1=CC(=C(C=C1B(O)O)F)F,Compound 302,LN00116112,240.06g,168267-41-2,MFCD00807405,3
C1=CC(=CC(=C1)F)B(O)O,Compound 303,LN00116374,902.49g,768-35-4,MFCD00236042,3
C1=CC=C2C(=C1)C(=CC(=N2)C3=CC=C(C=C3)B(O)O)C(=O)O,Compound 304,LN00116402,1g,373384-17-9,MFCD01631225,108
COC1=C(C=C(C=C1)B(O)O)OC,Compound 305,LN00116550,20.21g,122775-35-3,MFCD01074574,3
C1=CC=C2C(=C1)C3=C(C(=CC=C3)B(O)O)O2,Compound 306,LN00116561,8.993g,100124-06-9,MFCD00092336,3
C1=C(C=C(C=C1Cl)Cl)B(O)O,Compound 307,LN00116565,21.52g,67492-50-6,MFCD00051935,3
C1=CC=C(C(=C1)C(F)(F)F)B(O)O,Compound 308,LN00116770,8.1g,1423-27-4,MFCD00236059,3
C1=CC=C2C(=C1)OC3=C(C=CC=C3S2)B(O)O,Compound 309,LN00116791,0.2g,100124-07-0,MFCD01605731,23
C1=CC2=C(C(=C1)B(O)O)N=CC=C2,Compound 310,LN00116871,9.91g,86-58-8,MFCD01114698,3
C1=CC=C2C(=C1)SC3=CC=CC(=C3S2)B(O)O,Compound 311,LN00116904,4g,108847-76-3,MFCD00093039,3
C1=CC=C2C(=C1)C=CC=C2B(O)O,Compound 312,LN00116905,98.52g,13922-41-3,MFCD00019722,3
C1=CC2=C(C=C1B(O)O)OCO2,Compound 313,LN00116993,7.1g,94839-07-3,MFCD01009695,3
C1=C(C=CC(=C1)OC(F)(F)F)B(O)O,Compound 314,LN00117018,1741.36g,139301-27-2,MFCD01074648,3
COC1=CC(=C(C=C1)OC)B(O)O,Compound 315,LN00117033,320.6g,107099-99-0,MFCD01318181,3
COC1=CC(=C(C=C1)B(O)O)OC,Compound 316,LN00117072,177.76g,133730-34-4,MFCD01074590,3
C1=CSC(=C1)B(O)O,Compound 317,LN00117282,33.01g,6165-68-0,MFCD00151850,3
COC1=C(C=C(C=C1)C=O)B(O)O,Compound 318,LN00117359,14.39g,127972-02-5,MFCD01319044,3
COC1=NC(=NC=C1B(O)O)OC,Compound 319,LN00117407,86.4g,89641-18-9,MFCD01318985,3
C1=CC(=CC(=C1)B(O)O)C=O,Compound 320,LN00117464,81.55g,87199-16-4,MFCD00161356,3
C1=CC=C2C(=C1)C3=C(C(=CC=C3)B(O)O)S2,Compound 321,LN00117471,74g,108847-20-7,MFCD01318182,3
CC1=CC=C(B(O)O)O1,Compound 322,LN00117552,4.79g,62306-79-0,MFCD01114644,10
C1=C(C=CC(=C1)B(O)O)B(O)O,Compound 323,LN00117601,29.46g,4612-26-4,MFCD00236018,3
C1CCC(CC1)B(O)O,Compound 324,LN00117614,22.44g,4441-56-9,MFCD01311824,3
C1=CC=C2C=C(C=CC2=C1)B(O)O,Compound 325,LN00117645,60.33g,32316-92-0,MFCD00236051,3
CC1=CC=C(C=C1)B(O)O,Compound 326,LN00117807,410.29g,08/05/5720,MFCD00039138,3
C1=C(C=CC(=C1)B(O)O)C[C@@H](C(=O)O)N,Compound 327,LN00117808,1.519g,76410-58-7,MFCD01075172,21
CC1=CC(=CC(=C1)B(O)O)C,Compound 328,LN00117809,101.25g,172975-69-8,MFCD00185689,3
COC1=CC=CC(=C1F)B(O)O,Compound 329,LN00117814,873.19g,352303-67-4,MFCD02094728,3
CN(C)CC1=CC=CC=C1B(O)O,Compound 330,LN00117846,1.06g,85107-53-5,MFCD01318999,3
CN(C)C1=CC=C(C=C1)B(O)O,Compound 331,LN00117847,6.33g,28611-39-4,MFCD01074642,3
CC1=C(C=C(C=C1)F)B(O)O,Compound 332,LN00117851,68.45g,163517-62-2,MFCD03095047,3
CC(C)OB1OC(C)(C)C(C)(C)O1,Compound 333,LN00117874,10300g,61676-62-8,MFCD00192241,3
C1=CC(=CC(=C1)O)B(O)O,Compound 334,LN00117879,126.49g,87199-18-6,MFCD01074603,3
OB(O)C1=C(F)C(F)=CC=C1,Compound 335,LN00117880,37.22g,121219-16-7,MFCD01863170,3
COC1=C(C(=C(C=C1)B(O)O)OC)OC,Compound 336,LN00117908,5g,118062-05-8,MFCD01318183,3
CC1=CC(=C(C=C1)OC)B(O)O,Compound 337,LN00117912,10.17g,127972-00-3,MFCD02179465,3
CC(C)[Si](C(C)C)(C(C)C)N1C=CC(=C1)B(O)O,Compound 338,LN00117913,0.1g,138900-55-7,MFCD01114667,32
OB(O)C1=CC=CC(C(N)=O)=C1,Compound 339,LN00117936,328.17g,351422-73-6,MFCD03411948,3
C1=C(C=C(C=C1F)F)B(O)O,Compound 340,LN00117963,7690.41g,156545-07-2,MFCD01318138,3
C1=CC=C(C=C1)CCB(O)O,Compound 341,LN00117992,7.78g,34420-17-2,MFCD01631226,3
CC1=CC=CC=C1B(O)O,Compound 342,LN00118186,356.66g,16419-60-6,MFCD00093526,3
C1=C(B(O)O)SC(=C1)Br,Compound 343,LN00118258,8.26g,162607-17-2,MFCD02094028,3
C1=CC(=C(C=C1B(O)O)Cl)Cl,Compound 344,LN00118281,258.16g,151169-75-4,MFCD01074646,3
CC(C)(C)C1=CC=C(C=C1)B(O)O,Compound 345,LN00118546,428g,123324-71-0,MFCD01009697,3
CN(C)C(=O)C1=CC(=CC=C1)B(O)O,Compound 346,LN00118687,10.51g,373384-14-6,MFCD03412066,4
CC1=C(C=C(C=C1)Cl)B(O)O,Compound 347,LN00118706,547.607g,148839-33-2,MFCD03411939,3
CC1=CC(=C(C(=C1)C)B(O)O)C,Compound 348,LN00118721,23.51g,5980-97-2,MFCD00236060,3
C1=CC(=C2C=CC=NC2=C1)B(O)O,Compound 349,LN00118725,12.57g,355386-94-6,MFCD03095058,7
CCCCCC/C=C/B(O)O,Compound 350,LN00118738,0.5g,42599-16-6,MFCD02093734,3
CC(C)(C)OC(=O)N1C=CC=C1B(O)O,Compound 351,LN00118801,59.86g,135884-31-0,MFCD01318939,3
C1=CC(=CC(=C1)Br)B(O)O,Compound 352,LN00118840,299.84g,89598-96-9,MFCD00239386,3
C1=CC=C(C=C1)COC2=CC=C(C=C2)B(O)O,Compound 353,LN00118841,143.04g,146631-00-7,MFCD01075705,3
CC(C)(OC(NCC1=CC(B(O)O)=CC=C1)=O)C,Compound 354,LN00118852,22.99g,199609-62-6,MFCD06246052,3
CSC1=CC=C(C=C1)B(O)O,Compound 355,LN00118955,105.02g,98546-51-1,MFCD00093410,3
C1=CC=C(C=C1)COC2=CC=CC(=C2)B(O)O,Compound 356,LN00119162,66.74g,156682-54-1,MFCD02093063,3
C1CCOC(C1)OC2=CC=C(C=C2)B(O)O,Compound 357,LN00119173,19.14g,182281-01-2,MFCD02183525,3
CCC1=CC=C(C=C1)B(O)O,Compound 358,LN00119209,117.349g,63139-21-9,MFCD00859377,3
CC1=CC(=CC=C1)B(O)O,Compound 359,LN00119219,64.45g,17933-03-8,MFCD00040198,3
CC1(C)COB(C2=CN=CC=C2)OC1,Compound 360,LN00119406,1g,845885-86-1,MFCD03425979,3
CC(C)(C)OC(=O)N1C2=CC=C(C=C2C=C1B(O)O)Br,Compound 361,LN00119439,16.52g,475102-13-7,MFCD03701683,3
C1=C(C=CC(=C1)B(O)O)CN.Cl,Compound 362,LN00119454,2.71g,75705-21-4,MFCD01632199,3
COC(=O)C1=CC=C(C=C1)B(O)O,Compound 363,LN00119455,861.39g,99768-12-4,MFCD01632203,3
CC(C)CB(O)O,Compound 364,LN00119640,250.78g,84110-40-7,MFCD00134156,3
CC(C)(C)OCC1=CC(=CC=C1)B(O)O,Compound 365,LN00119650,0.25g,858364-78-0,MFCD03788411,10
C1=CC(=C(C(=C1Cl)F)B(O)O)F,Compound 366,LN00119682,0.56g,1031226-45-5,MFCD04038753,3
CC1(C)C(C)(C)OB(C2=CC=C(C=C2)C#N)O1,Compound 367,LN00119683,25.61g,171364-82-2,MFCD03093897,3
C1=CC(=CC(=C1)B(O)O)CO,Compound 368,LN00119715,46.09g,87199-15-3,MFCD01317846,3
CC1(C)C(C)(C)OB(C2=CN=CC(=C2)C=O)O1,Compound 369,LN00119767,5.13g,848093-29-8,MFCD04038759,3
C1=CC=C2C(=C1)C=NC=C2B(O)O,Compound 370,LN00119797,2.72g,192182-56-2,MFCD03412093,3
COCC1=CC=C(C=C1)B(O)O,Compound 371,LN00120012,7.149g,279262-11-2,MFCD03788426,3
CC1(C)C(C)(C)OB(C2CCCCC2)O1,Compound 372,LN00120743,2.75g,87100-15-0,MFCD04038749,3
CC1(C)C(C)(C)OB(C2=CC=CC=C2C#N)O1,Compound 373,LN00120771,28.81g,214360-48-2,MFCD04038747,3
C1=CC(=C(C(=C1)Cl)Cl)B(O)O,Compound 374,LN00120772,78g,151169-74-3,MFCD01075703,3
CC1=C(C=C(C=C1)B(O)O)[N+](=O)[O-],Compound 375,LN00120801,58.94g,80500-27-2,MFCD00191550,3
C1=CN=C(C(=C1B(O)O)Cl)Cl,Compound 376,LN00121172,27g,951677-39-7,MFCD04038756,3
C1=CC=C(C=C1)CN2C=C(C=N2)B(O)O,Compound 377,LN00121178,1g,852362-22-2,MFCD04038760,3
C1=CC(=C(F)N=C1)B(O)O,Compound 378,LN00121179,56.01g,174669-73-9,MFCD03411557,3
CC1=C(C=C(C=C1)B(O)O)N,Compound 379,LN00121279,18.63g,22237-12-3,MFCD01074640,3
C1=C(C=NC=C1Br)B(O)O,Compound 380,LN00121280,11g,452972-09-7,MFCD02685634,3
CC1(C)C(C)(C)OB(C2=CC3=C(C=C2)OC=CC3=O)O1,Compound 381,LN00121314,2.362g,928773-42-6,MFCD04038748,82
C1=CC(=NC=C1B(O)O)F,Compound 382,LN00121315,1338.13g,351019-18-6,MFCD03411559,3
CC1(C)C(C)(C)OB(C2=CC=C(C=C2)CC(=O)O)O1,Compound 383,LN00121348,5g,797755-07-8,MFCD04038755,3
C1=C(C=C(C(=C1F)F)F)B(O)O,Compound 384,LN00121376,655.49g,143418-49-9,MFCD02093069,3
CN(C)C1=CC=CC(=C1)B(O)O,Compound 385,LN00121393,18.38g,178752-79-9,MFCD01318996,3
CC(C)(C(NC1=C(B2OC(C)(C(C)(O2)C)C)C=CC=N1)=O)C,Compound 386,LN00121796,0.06g,532391-30-3,MFCD06658997,138
CC1(C)C(C)(C)OB(C2=CC(=NC=C2)Cl)O1,Compound 387,LN00122052,21.21g,458532-84-8,MFCD04039870,3
C1=CC(=C(C(=C1B(O)O)F)F)F,Compound 388,LN00123352,72.89g,226396-32-3,MFCD01863168,3
CC1(C)C(C)(C)OB(C2=CC(=CN=C2)Br)O1,Compound 389,LN00123715,19.21g,452972-13-3,MFCD06798248,3
CC1(C)C(C)(C)OB(C2=C(N=CC=C2)OC)O1,Compound 390,LN00123832,7.18g,532391-31-4,MFCD05663507,3
CC1(C)C(C)(C)OB(C2=CN=C(C=C2)N3CCOCC3)O1,Compound 391,LN00124701,10.56g,485799-04-0,MFCD04039874,3
C1=CC(=CC2=C1C=CN2)B(O)O,Compound 392,LN00124721,5.68g,147621-18-9,MFCD03095176,3
C1=CC(=C(C=C1F)B(O)O)F,Compound 393,LN00124827,62.68g,193353-34-3,MFCD01863171,3
C1=CC(=C(C=C1B(O)O)Cl)F,Compound 394,LN00125274,16.23g,144432-85-9,MFCD00051800,3
COC1=C(C=C(C=C1)F)B(O)O,Compound 395,LN00126806,50.57g,179897-94-0,MFCD01863526,3
C1=C(C=C(C=O)C(=C1)F)B(O)O,Compound 396,LN00130264,4.53g,374538-01-9,MFCD02093074,3
CC1(C)C(C)(C)OB(C2=CC=C(C=C2)CBr)O1,Compound 397,LN00131202,35.2g,138500-85-3,MFCD02179493,3
C1=C(C=CC(=C1)B(O)O)CC#N,Compound 398,LN00131741,19.94g,91983-26-5,MFCD01632200,3
CC(C)OC1=C(C=CC=N1)B2OC(C)(C)C(C)(C)O2,Compound 399,LN00132646,0.5g,848243-25-4,MFCD07366722,6
CC1=C(C=C(C=C1)C(=O)O)B2OC(C)(C)C(C)(C)O2,Compound 400,LN00135240,1.6g,515131-35-8,MFCD09261433,3
C1=CC(=C(C(=C1Br)B(O)O)F)Cl,Compound 401,LN00138593,0.01g,1451392-87-2,MFCD11111906,6
CC1=CC(=CN=C1F)B(O)O,Compound 402,LN00138594,2.58g,904326-92-7,MFCD03411562,3
CC1=CC=C(C2=CC=CC=C12)B(O)O,Compound 403,LN00138596,220.902g,103986-53-4,MFCD01632204,3
COC1=CC=CC(=C1B(O)O)F,Compound 404,LN00138619,2929.56g,78495-63-3,MFCD02179483,3
CC1=C(C(=CC(=C1)B(O)O)C)OC,Compound 405,LN00138644,10.95g,301699-39-8,MFCD01114648,3
C1=CC(=C(C=C1B(O)O)Cl)O,Compound 406,LN00138645,11.62g,182344-13-4,MFCD09258739,5
CCCCOC1=CC=CC=C1B(O)O,Compound 407,LN00138647,16.64g,91129-69-0,MFCD03427052,3
COC1=C(C(=C(C=C1)Br)B(O)O)Cl,Compound 408,LN00138648,20g,957062-55-4,MFCD09800872,4
CCOC1=CC(=CC(=C1)F)B(O)O,Compound 409,LN00138673,1.01g,850589-53-6,MFCD07363779,3
COC(=O)C1=C(C=C(C=C1)B(O)O)F,Compound 410,LN00138674,20.04g,505083-04-5,MFCD04115665,3
CC1(C)C(C)(C)OB(C2=CC(=CC=C2)O)O1,Compound 411,LN00138707,83.4g,214360-76-6,MFCD02093755,3
COC1=CC(=CC(=C1)F)B(O)O,Compound 412,LN00138708,28.61g,609807-25-2,MFCD07363780,3
COC(=O)C1=CC(=C(C=C1)B(O)O)[N+](=O)[O-],Compound 413,LN00138712,1048.67g,85107-55-7,MFCD01632202,3
CCCCCC1=CC=C(C=C1)B(O)O,Compound 414,LN00138713,440.686g,121219-12-3,MFCD00995151,3
CC1=C(C=C(C=C1)B(O)O)OC,Compound 415,LN00138740,16.37g,917757-15-4,MFCD08274479,5
C1=CC=C(C=C1)COC2=C(C=C(C=C2)B(O)O)F,Compound 416,LN00138741,45.8g,133057-83-7,MFCD00994627,3
CC(=O)C1=CC=C(B(O)O)S1,Compound 417,LN00138745,153.87g,206551-43-1,MFCD01075681,3
C1=CC(=C(C=C1Cl)B(O)O)C(F)(F)F,Compound 418,LN00138746,0.67g,1195945-67-5,MFCD08274471,3
C1=CC(=NC=C1Cl)B(O)O,Compound 419,LN00138761,17.61g,652148-91-9,MFCD07368862,3
COC1=C(C(=C(C=C1)B(O)O)F)F,Compound 420,LN00138771,45.114g,170981-41-6,MFCD07368234,3
C1=CC(=C(C(=C1F)B(O)O)F)F,Compound 421,LN00138772,418.58g,247564-71-2,MFCD01863167,3
CC1=CC(=CC=C1OCC2=CC=CC=C2)B(O)O,Compound 422,LN00138773,4g,338454-30-1,MFCD06409944,3
CCCCC1=CC=C(C=C1)B(O)O,Compound 423,LN00138774,2.86g,145240-28-4,MFCD02093926,3
CC1(C)C(C)(C)OB(C2=CN=CN=C2)O1,Compound 424,LN00138778,44.089g,321724-19-0,MFCD05155223,3
CC1(C)C(C)(C)OB(C2=CC3=C(N=C2)N(C)C=N3)O1,Compound 425,LN00138798,1.0501g,1257554-02-1,MFCD11857689,3
CC(C)(C)OC1=NC(=NC=C1B(O)O)OC(C)(C)C,Compound 426,LN00138805,81.11g,109299-79-8,MFCD01318980,16
C1=CC(=C(C=C1Br)B(O)O)Br,Compound 427,LN00138806,19.83g,1008106-93-1,MFCD09743927,3
C1=CC(=C(C=C1Cl)F)B(O)O,Compound 428,LN00138807,34.32g,160591-91-3,MFCD02684293,3
CCOC1=C(C=C(C=C1)B(O)O)C(F)(F)F,Compound 429,LN00138808,0.82g,871329-83-8,MFCD07363789,14
CCOC1=C(C(=C(C=C1)F)B(O)O)F,Compound 430,LN00138839,0.5g,849062-00-6,MFCD07369735,3
C1=CC=C(C=C1)COC2=CC=CC=C2B(O)O,Compound 431,LN00138840,26.91g,190661-29-1,MFCD01632206,3
C1=C(C=CC(=C1)O)B(O)O,Compound 432,LN00138842,602.55g,71597-85-8,MFCD01074628,3
CCCCB(O)O,Compound 433,LN00138859,94.02g,4426-47-5,MFCD00002106,3
CC1=CC(=C(C=C1)OCC2=CC=CC=C2)B(O)O,Compound 434,LN00138867,2g,127972-17-2,MFCD06801733,11
CC1=C(C=C(C=C1)B(O)O)Cl,Compound 435,LN00138874,238.89g,175883-63-3,MFCD04039010,3
C1=CC(=CC(=C1C=O)Cl)B(O)O,Compound 436,LN00138880,2g,1072952-53-4,MFCD08274473,3
CCOC1=C(C=CC(=C1)B(O)O)F,Compound 437,LN00138881,35.95g,900174-65-4,MFCD09475831,3
CC(C)COC1=CC(=CC(=C1)F)B(O)O,Compound 438,LN00138905,0.05g,850589-57-0,MFCD07363783,5
C1=CC(=C(C=C1C(=O)O)Cl)B(O)O,Compound 439,LN00138906,174.221g,851335-09-6,MFCD07363763,3
